-72.0,,,,,,,,,,,,-77.0,,,-69.0,,,,,,,,,,,,,,
-70.0,,,,,,,,,,,,-69.0,,,-79.0,,,,,,,,,,,,,,
-67.0,,,,,,,,,,,,-70.0,,,-69.0,,,,,,,,,,,,,,
-67.0,,,,,,,,,,,,-72.0,,,-58.0,,,,,,,,,,,,,,
-69.0,,,,,,,,,,,,-70.0,,,-52.0,,,,,,,,,,,,,,
-65.0,,,,,,,,,,,,-67.0,,,-57.0,,,,,,,,,,,,,,
-70.0,,,,,,,,,,,,-67.0,,,-74.0,,,,,,,,,,,,,,
-49.0,,,,,,,,,,,,-69.0,,,-64.0,,,,,,,,,,,,,,
-50.0,,,,,,,,,,,,,,,-62.0,,,,,,,,,,,,,,
-56.0,,,,,,,,,,,,,,,-65.0,,,,,,,,,,,,,,
-52.0,,,,,,,,,,,,,,,-68.0,,,,,,,,,,,,,,
-60.0,,,,,,,,,,,,,,,-64.0,,,,,,,,,,,,,,
-64.0,,,,,,,,,,,,,,,-61.0,,,,,,,,,,,,,,
-68.0,,,,,,,,,,,,,,,-59.0,,,,,,,,,,,,,,
-61.0,,,,,,,,,,,,,,,-68.0,,,,,,,,,,,,,,
-68.0,,,,,,,,,,,,,,,-68.0,,,,,,,,,,,,,,
-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
